source,status,best_iou_to_2025,best_iou_to_2018
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,0.9842025744355568,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,0.9953960724291491,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,removed_candidate,0.0,
osm_2018,removed_candidate,0.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,0.9896493233938641,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,changed_candidate,0.33056743977713615,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,0.999993691789057,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,0.9722373904156393,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,changed_candidate,0.7430586793018834,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,removed_candidate,0.014421576658593248,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,removed_candidate,0.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,removed_candidate,0.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,0.978234987427048,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,unchanged_candidate,1.0,
osm_2018,removed_candidate,0.0,
osm_2018,unchanged_candidate,1.0,
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
osm_2025,new_candidate,,0.0
